,perp_sex,latitude,arrest_precinct,age_group,law_code,arrest_boro,longitude,ofns_desc,perp_race,law_cat_cd,geometry,arrest_zipcode,ofns_cat,near_school,severe,Zipcode,Zip Radius,Population,Population Density,Land Area,Water Area,Zip Home Value,Zip Income
114,M,40.579069,60,45-64,PL 215510B,K,-73.957239,MISCELLANEOUS PENAL LAW,WHITE,F,POINT (996128.3123486718 150249.78764927987),11235,Miscellaneous,False,True,11235,1.0,79132.0,35237.0,2.25,0.19,531000.0,41639.0
115,M,40.804008,41,18-24,PL 1200507,B,-73.878333,FELONY ASSAULT,BLACK,F,POINT (1017933.2840112888 232222.21200212266),10474,Assault,False,True,10474,2.0,12281.0,8010.0,1.53,0.0,351800.0,25676.0
116,M,40.843885,33,25-44,PL 1202500,M,-73.934932,MISCELLANEOUS PENAL LAW,WHITE HISPANIC,F,POINT (1002253.1676338167 246734.1487191958),10032,Miscellaneous,False,True,10032,0.9659090909090909,57331.0,87199.0,0.66,0.0,334900.0,34568.0
117,M,40.8162058439227,41,25-44,PL 1303501,B,-73.8960011932583,RAPE,BLACK,F,POINT (1013036.6036508965 236660.01657487245),10455,Sex Crimes,False,True,10455,0.9090909090909091,39665.0,55696.0,0.71,0.0,318600.0,22609.0
118,M,40.6799807384666,113,45-64,PL 2650101,Q,-73.7762339071953,DANGEROUS WEAPONS,BLACK,M,POINT (1046314.6113858065 187091.00752817767),11434,Weapons,False,False,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
119,M,40.82755316,43,25-44,VTL05110MU,B,-73.86726658,VEHICLE AND TRAFFIC LAWS,BLACK,M,POINT (1020984.0011781716 240804.99794075545),10472,Motor Vehicle,False,False,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
120,M,40.729059,107,25-44,PL 1650501,Q,-73.811018,UNAUTHORIZED USE OF A VEHICLE,ASIAN / PACIFIC ISLANDER,M,POINT (1036628.2042510248 204948.91733159256),11367,Motor Vehicle,False,False,11367,1.0,41047.0,17252.0,2.38,0.19,376400.0,56608.0
121,M,40.734681,107,18-24,PL 1450001,Q,-73.810626,CRIMINAL MISCHIEF & RELATED OF,WHITE HISPANIC,M,POINT (1036732.4226095447 206997.41766734776),11367,,False,False,11367,1.0,41047.0,17252.0,2.38,0.19,376400.0,56608.0
122,M,40.749893,115,18-24,PL 1200001,Q,-73.882915,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1016691.1194116351 212504.58396019533),11372,Assault,False,False,11372,0.9090909090909091,66636.0,90360.0,0.74,0.0,265500.0,48683.0
123,F,40.734681,107,45-64,PL 1200001,Q,-73.810626,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1036732.4226095447 206997.41766734776),11367,Assault,False,False,11367,1.0,41047.0,17252.0,2.38,0.19,376400.0,56608.0
124,M,40.804008,41,18-24,PL 1200507,B,-73.878333,FELONY ASSAULT,BLACK,F,POINT (1017933.2840112888 232222.21200212266),10474,Assault,False,True,10474,2.0,12281.0,8010.0,1.53,0.0,351800.0,25676.0
125,M,40.688736,79,25-44,PL 1402501,K,-73.944984,BURGLARY,WHITE HISPANIC,F,POINT (999507.458445384 190206.3229697785),11216,Burglary,False,True,11216,1.0,54316.0,58065.0,0.94,0.0,623300.0,43996.0
126,M,40.756585,115,18-24,PL 1211200,Q,-73.875603,FELONY ASSAULT,BLACK,F,POINT (1018713.6151978475 214945.48633263793),11369,Assault,True,True,11369,1.0,38615.0,36170.0,1.07,0.0,464500.0,53617.0
127,M,40.8229123084767,43,25-44,PL 2601001,B,-73.8700413043181,SEX CRIMES,BLACK HISPANIC,M,POINT (1020218.6047299559 239113.01695989538),10472,Sex Crimes,False,False,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
128,M,40.605011,121,25-44,PL 1211100,S,-74.12811,ASSAULT 3 & RELATED OFFENSES,WHITE,M,POINT (948676.9532809184 159724.22901287006),10310,Assault,False,False,10310,1.0,24962.0,13903.0,1.8,0.0,414600.0,61925.0
129,M,40.83468105,33,25-44,PL 1200512,M,-73.94442409,FELONY ASSAULT,BLACK,F,POINT (999629.0017002425 243378.9983418686),10039,Assault,False,True,10039,1.0,24527.0,52965.0,0.46,0.0,352300.0,33595.0
130,M,40.7565675846374,115,25-44,VTL05110E3,Q,-73.8759315341335,NYS LAWS-UNCLASSIFIED FELONY,WHITE HISPANIC,F,POINT (1018622.6053788523 214939.01226995126),11369,Miscellaneous,True,True,11369,1.0,38615.0,36170.0,1.07,0.0,464500.0,53617.0
131,M,40.804008,41,18-24,PL 1200507,B,-73.878333,FELONY ASSAULT,BLACK HISPANIC,F,POINT (1017933.2840112888 232222.21200212266),10474,Assault,False,True,10474,2.0,12281.0,8010.0,1.53,0.0,351800.0,25676.0
132,M,40.577258,60,18-24,PL 1200501,K,-73.976436,FELONY ASSAULT,WHITE HISPANIC,F,POINT (990795.874732467 149587.97652420908),11224,Assault,False,True,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
133,M,40.819383,43,18-24,PL 1601002,B,-73.845297,ROBBERY,WHITE HISPANIC,F,POINT (1027069.3381107415 237838.29169175154),10473,Robbery,False,True,10473,2.0,58519.0,26846.0,2.18,0.01,386600.0,35866.0
134,M,40.829597,43,18-24,PL 1450502,B,-73.860099,CRIMINAL MISCHIEF & RELATED OF,ASIAN / PACIFIC ISLANDER,F,POINT (1022966.439499431 241552.72972609414),10472,,False,True,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
135,M,40.840775,33,45-64,PL 2202101,M,-73.936253,DANGEROUS DRUGS,WHITE HISPANIC,F,POINT (1001888.4948863899 245600.79061384426),10032,Drugs,False,True,10032,0.9659090909090909,57331.0,87199.0,0.66,0.0,334900.0,34568.0
136,M,40.685927,79,18-24,PL 265031B,K,-73.940077,DANGEROUS WEAPONS,BLACK,F,POINT (1000869.0051425867 189183.8154143825),11221,Weapons,True,True,11221,1.0,78895.0,57033.0,1.38,0.0,543800.0,39178.0
137,M,40.834707,43,25-44,PL 1200800,B,-73.87042,FELONY ASSAULT,BLACK,F,POINT (1020107.4366113492 243410.09572670565),10472,Assault,False,True,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
138,M,40.699419,79,25-44,PL 24030M1,K,-73.950017,OFF. AGNST PUB ORD SENSBLTY &,BLACK,M,POINT (998109.4476494817 194097.61747269248),11206,Miscellaneous,False,False,11206,1.0,81677.0,56939.0,1.43,0.0,533400.0,28559.0
139,F,40.709207,107,25-44,PL 1201401,Q,-73.797541,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1040380.1963356545 197724.59030102377),11433,Assault,False,False,11433,1.0,32687.0,21062.0,1.55,0.0,379700.0,42887.0
140,M,40.68019518,79,25-44,VTL0511001,K,-73.95548796,VEHICLE AND TRAFFIC LAWS,BLACK,M,POINT (996596.0012735703 187092.99983437965),11238,Motor Vehicle,False,False,11238,1.0,49262.0,44555.0,1.11,0.0,656800.0,65315.0
141,M,40.804008,41,18-24,PL 1200507,B,-73.878333,FELONY ASSAULT,BLACK HISPANIC,F,POINT (1017933.2840112888 232222.21200212266),10474,Assault,False,True,10474,2.0,12281.0,8010.0,1.53,0.0,351800.0,25676.0
142,F,40.784499,20,25-44,PL 1552500,M,-73.97548,PETIT LARCENY,BLACK HISPANIC,M,POINT (991040.3083602445 225091.96593291857),10023,Larceny,False,False,10023,0.7386363636363636,60998.0,124357.0,0.49,0.0,872500.0,103534.0
143,M,40.63372393,68,45-64,PL 1200001,K,-74.02388342,ASSAULT 3 & RELATED OFFENSES,WHITE,M,POINT (977621.0021284906 170159.99662847398),11220,Assault,True,False,11220,1.0,99598.0,55603.0,1.79,0.0,615300.0,37580.0
144,M,40.729059,107,25-44,PL 215510B,Q,-73.811018,MISCELLANEOUS PENAL LAW,ASIAN / PACIFIC ISLANDER,F,POINT (1036628.2042510248 204948.91733159256),11367,Miscellaneous,False,True,11367,1.0,41047.0,17252.0,2.38,0.19,376400.0,56608.0
145,M,40.627137,121,25-44,PL 1211200,S,-74.156633,FELONY ASSAULT,BLACK,F,POINT (940771.2281628571 167798.1703980009),10303,Assault,False,True,10303,2.0,26337.0,8395.0,3.14,0.03,325100.0,51537.0
146,M,40.623238,121,25-44,PL 1200001,S,-74.149217,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (942827.3672810486 166374.06944955696),10302,Assault,False,False,10302,3.0,19088.0,15982.0,1.19,0.0,382000.0,56841.0
147,M,40.6799807384666,113,25-44,PL 1553001,Q,-73.7762339071953,GRAND LARCENY,WHITE HISPANIC,F,POINT (1046314.6113858065 187091.00752817767),11434,Larceny,False,True,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
148,M,40.756789,17,45-64,PL 160102A,M,-73.97111,ROBBERY,BLACK,F,POINT (992253.8193075816 214996.65909764965),10022,Robbery,False,True,10022,0.7954545454545454,31924.0,73158.0,0.44,0.0,866100.0,109019.0
149,M,40.706635,107,25-44,PL 1450502,Q,-73.813014,CRIMINAL MISCHIEF & RELATED OF,WHITE HISPANIC,F,POINT (1036092.4334530603 196777.99952708278),11435,,False,True,11435,2.0,53687.0,35447.0,1.51,0.0,338100.0,53041.0
150,M,40.819427,41,45-64,PL 1553008,B,-73.894924,GRAND LARCENY OF MOTOR VEHICLE,BLACK HISPANIC,F,POINT (1013333.3600922823 237833.95472313062),10459,Larceny,False,True,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
151,F,40.818856,41,25-44,PL 1200001,B,-73.893592,ASSAULT 3 & RELATED OFFENSES,BLACK HISPANIC,M,POINT (1013702.2889670399 237626.36401056248),10459,Assault,False,False,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
152,M,40.78553535,20,25-44,VTL11920U2,M,-73.98399928,INTOXICATED & IMPAIRED DRIVING,WHITE,M,POINT (988681.0005087615 225468.9979163639),10023,,False,False,10023,0.7386363636363636,60998.0,124357.0,0.49,0.0,872500.0,103534.0
153,M,40.76415,109,18-24,PL 215510B,Q,-73.8192,MISCELLANEOUS PENAL LAW,ASIAN / PACIFIC ISLANDER,F,POINT (1034334.0987946264 217728.87936768902),11355,Miscellaneous,False,True,11355,1.0,85871.0,49492.0,1.74,0.0,507500.0,41884.0
154,M,40.68630476,113,25-44,PL 1702000,Q,-73.79390816,OFFENSES INVOLVING FRAUD,BLACK,M,POINT (1041407.002369098 189382.9973293968),11436,Fraud,False,False,11436,1.0,17949.0,22783.0,0.79,0.0,365500.0,62114.0
155,M,40.756585,115,25-44,PL 1600500,Q,-73.875603,ROBBERY,BLACK,F,POINT (1018713.6151978475 214945.48633263793),11369,Robbery,True,True,11369,1.0,38615.0,36170.0,1.07,0.0,464500.0,53617.0
156,M,40.840775,33,45-64,PL 2202101,M,-73.936253,DANGEROUS DRUGS,WHITE HISPANIC,F,POINT (1001888.4948863899 245600.79061384426),10032,Drugs,False,True,10032,0.9659090909090909,57331.0,87199.0,0.66,0.0,334900.0,34568.0
157,M,40.707472,107,45-64,PL 1702000,Q,-73.803644,OFFENSES INVOLVING FRAUD,BLACK,M,POINT (1038689.6064602258 197088.62739513392),11435,Fraud,True,False,11435,2.0,53687.0,35447.0,1.51,0.0,338100.0,53041.0
158,M,40.816034,41,18-24,PL 2650303,B,-73.895748,DANGEROUS WEAPONS,BLACK,F,POINT (1013106.7613766739 236597.4910135352),10455,Weapons,False,True,10455,0.9090909090909091,39665.0,55696.0,0.71,0.0,318600.0,22609.0
159,M,40.6799807384666,113,25-44,PL 2650101,Q,-73.7762339071953,DANGEROUS WEAPONS,WHITE HISPANIC,M,POINT (1046314.6113858065 187091.00752817767),11434,Weapons,False,False,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
160,M,40.76505705,109,25-44,PL 2650201,Q,-73.81292013,DANGEROUS WEAPONS,WHITE HISPANIC,F,POINT (1036073.0012020757 218062.99975201936),11358,Weapons,False,True,11358,1.0,37546.0,19260.0,1.95,0.0,625200.0,65722.0
161,M,40.750294,17,25-44,PL 1700500,M,-73.973324,OFFENSES INVOLVING FRAUD,WHITE HISPANIC,M,POINT (991641.1631421822 212630.12572225867),10017,Fraud,False,False,10017,0.6818181818181818,16575.0,51775.0,0.32,0.0,637100.0,100652.0
162,M,40.74978831,14,18-24,PL 1552500,M,-73.98776859,PETIT LARCENY,WHITE HISPANIC,M,POINT (987639.0026290556 212444.99775471556),10098,Larceny,False,False,10098,,,,,,,
163,M,40.754193,109,18-24,PL 1200001,Q,-73.815046,ASSAULT 3 & RELATED OFFENSES,ASIAN / PACIFIC ISLANDER,M,POINT (1035492.4720024177 214103.62912057326),11355,Assault,False,False,11355,1.0,85871.0,49492.0,1.74,0.0,507500.0,41884.0
164,M,40.623238,121,25-44,PL 1402501,S,-74.149217,BURGLARY,BLACK,F,POINT (942827.3672810486 166374.06944955696),10302,Burglary,False,True,10302,3.0,19088.0,15982.0,1.19,0.0,382000.0,56841.0
165,F,40.679561,79,25-44,PL 1702500,K,-73.941243,FORGERY,BLACK,F,POINT (1000547.1832367731 186864.27878271983),11216,Miscellaneous,False,True,11216,1.0,54316.0,58065.0,0.94,0.0,623300.0,43996.0
166,M,40.579069,60,45-64,PL 215510B,K,-73.957239,MISCELLANEOUS PENAL LAW,WHITE,F,POINT (996128.3123486718 150249.78764927987),11235,Miscellaneous,False,True,11235,1.0,79132.0,35237.0,2.25,0.19,531000.0,41639.0
167,M,40.678448,81,25-44,VTL0511001,K,-73.927951,VEHICLE AND TRAFFIC LAWS,BLACK,M,POINT (1004234.262428506 186461.53363244407),11233,Motor Vehicle,False,False,11233,1.0,67053.0,49746.0,1.35,0.0,551900.0,34492.0
168,M,40.75595054,14,25-44,PL 2650201,M,-73.99072724,DANGEROUS WEAPONS,BLACK,F,POINT (986819.0007249459 214689.9969513785),10018,Weapons,False,True,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
169,F,40.747586,14,25-44,PL 1553001,M,-73.989392,GRAND LARCENY,BLACK,F,POINT (987189.2955029878 211642.56679278522),10098,Larceny,True,True,10098,,,,,,,
170,M,40.68964,81,18-24,PL 1200001,K,-73.924051,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1005312.4715031391 190540.016177387),11221,Assault,True,False,11221,1.0,78895.0,57033.0,1.38,0.0,543800.0,39178.0
171,M,40.75595054,14,25-44,PL 2450000,M,-73.99072724,OFF. AGNST PUB ORD SENSBLTY &,BLACK,M,POINT (986819.0007249459 214689.9969513785),10018,Miscellaneous,False,False,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
172,F,40.823378,43,45-64,PL 1600500,B,-73.870168,ROBBERY,WHITE HISPANIC,F,POINT (1020183.2877802552 239282.63311857087),10472,Robbery,False,True,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
173,F,40.816034,41,25-44,PL 1211100,B,-73.895748,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1013106.7613766739 236597.4910135352),10455,Assault,False,False,10455,0.9090909090909091,39665.0,55696.0,0.71,0.0,318600.0,22609.0
174,M,40.830703,43,18-24,PL 160102A,B,-73.849092,ROBBERY,BLACK,F,POINT (1026011.8382111029 241960.74186380673),10462,Robbery,False,True,10462,1.0,75784.0,51207.0,1.48,0.0,271300.0,45864.0
175,M,40.729059,107,25-44,PL 215510B,Q,-73.811018,MISCELLANEOUS PENAL LAW,ASIAN / PACIFIC ISLANDER,F,POINT (1036628.2042510248 204948.91733159256),11367,Miscellaneous,False,True,11367,1.0,41047.0,17252.0,2.38,0.19,376400.0,56608.0
176,M,40.823378,43,18-24,PL 1200502,B,-73.870168,FELONY ASSAULT,WHITE HISPANIC,F,POINT (1020183.2877802552 239282.63311857087),10472,Assault,False,True,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
177,M,40.623307,121,45-64,PL 1201401,S,-74.16256,ASSAULT 3 & RELATED OFFENSES,WHITE,M,POINT (939123.4017893336 166405.79962008385),10303,Assault,False,False,10303,2.0,26337.0,8395.0,3.14,0.03,325100.0,51537.0
178,M,40.5766459780433,60,45-64,PL 2601001,K,-73.9764803960699,SEX CRIMES,BLACK,M,POINT (990783.6017578664 149364.99842549095),11224,Sex Crimes,False,False,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
179,M,40.754081,14,25-44,PL 2154002,M,-73.993941,MISCELLANEOUS PENAL LAW,WHITE HISPANIC,F,POINT (985928.6816739677 214008.78489329884),10098,Miscellaneous,False,True,10098,,,,,,,
180,M,40.76470532,109,25-44,VTL05110MU,Q,-73.8109934,VEHICLE AND TRAFFIC LAWS,WHITE HISPANIC,M,POINT (1036607.0004207778 217935.99893627476),11358,Motor Vehicle,False,False,11358,1.0,37546.0,19260.0,1.95,0.0,625200.0,65722.0
181,M,40.759131,14,18-24,PL 2201601,M,-73.990264,DANGEROUS DRUGS,BLACK,F,POINT (986947.2117067018 215848.75616826018),10018,Drugs,False,True,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
182,M,40.582569,60,25-44,PL 1200001,K,-73.960583,ASSAULT 3 & RELATED OFFENSES,WHITE,M,POINT (995198.829657123 151524.48913857332),11235,Assault,False,False,11235,1.0,79132.0,35237.0,2.25,0.19,531000.0,41639.0
183,F,40.688736,79,45-64,PL 1402501,K,-73.944984,BURGLARY,WHITE HISPANIC,F,POINT (999507.458445384 190206.3229697785),11216,Burglary,False,True,11216,1.0,54316.0,58065.0,0.94,0.0,623300.0,43996.0
184,M,40.843908,33,18-24,FOA9000049,M,-73.933964,FOR OTHER AUTHORITIES,WHITE HISPANIC,,POINT (1002520.989788288 246742.7289071105),10032,,False,False,10032,0.9659090909090909,57331.0,87199.0,0.66,0.0,334900.0,34568.0
185,M,40.840775,33,45-64,PL 2202101,M,-73.936253,DANGEROUS DRUGS,WHITE HISPANIC,F,POINT (1001888.4948863899 245600.79061384426),10032,Drugs,False,True,10032,0.9659090909090909,57331.0,87199.0,0.66,0.0,334900.0,34568.0
186,F,40.833443,43,45-64,PL 1201401,B,-73.880043,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1017445.1880460194 242945.7813332081),10459,Assault,False,False,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
187,M,40.750423,14,25-44,PL 1552500,M,-73.98928,PETIT LARCENY,WHITE HISPANIC,M,POINT (987220.2022972112 212676.18090838782),10098,Larceny,False,False,10098,,,,,,,
188,M,40.816034,41,18-24,PL 1200001,B,-73.895748,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1013106.7613766739 236597.4910135352),10455,Assault,False,False,10455,0.9090909090909091,39665.0,55696.0,0.71,0.0,318600.0,22609.0
189,M,40.840775,33,45-64,PL 1051500,M,-73.936253,MISCELLANEOUS PENAL LAW,BLACK HISPANIC,F,POINT (1001888.4948863899 245600.79061384426),10032,Miscellaneous,False,True,10032,0.9659090909090909,57331.0,87199.0,0.66,0.0,334900.0,34568.0
190,M,40.78447508,22,45-64,PL 1200001,M,-73.96721547,ASSAULT 3 & RELATED OFFENSES,WHITE,M,POINT (993329.0026848203 225083.99967252035),10023,Assault,False,False,10023,0.7386363636363636,60998.0,124357.0,0.49,0.0,872500.0,103534.0
191,F,40.753056,14,18-24,PL 1552500,M,-73.996546,PETIT LARCENY,WHITE,M,POINT (985206.9657903047 213635.30499197982),10001,Larceny,True,False,10001,0.9090909090909091,21102.0,33959.0,0.62,0.0,650200.0,81671.0
192,F,40.709207,107,25-44,PL 1200501,Q,-73.797541,FELONY ASSAULT,BLACK,F,POINT (1040380.1963356545 197724.59030102377),11433,Assault,False,True,11433,1.0,32687.0,21062.0,1.55,0.0,379700.0,42887.0
193,M,40.825847,43,65+,PL 1552500,B,-73.85769,PETIT LARCENY,BLACK,M,POINT (1023635.3292762853 240187.5431363132),10473,Larceny,False,False,10473,2.0,58519.0,26846.0,2.18,0.01,386600.0,35866.0
194,M,40.622145,68,45-64,VTL06000AA,K,-74.027282,VEHICLE AND TRAFFIC LAWS,WHITE,M,POINT (976676.3904232853 165941.7594446354),11209,Motor Vehicle,False,False,11209,1.0,68853.0,31845.0,2.16,0.0,625600.0,58261.0
195,M,40.753783,14,25-44,PL 2201601,M,-73.992304,DANGEROUS DRUGS,BLACK,F,POINT (986382.2317133992 213900.24944097418),10098,Drugs,False,True,10098,,,,,,,
196,M,40.824323,43,25-44,VTL0511001,B,-73.883019,VEHICLE AND TRAFFIC LAWS,BLACK,M,POINT (1016626.090116509 239621.91997177515),10459,Motor Vehicle,False,False,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
197,M,40.756585,115,25-44,VTL06000AA,Q,-73.875603,VEHICLE AND TRAFFIC LAWS,WHITE HISPANIC,M,POINT (1018713.6151978475 214945.48633263793),11369,Motor Vehicle,True,False,11369,1.0,38615.0,36170.0,1.07,0.0,464500.0,53617.0
198,M,40.688736,79,45-64,PL 1553004,K,-73.944984,GRAND LARCENY,WHITE,F,POINT (999507.458445384 190206.3229697785),11216,Larceny,False,True,11216,1.0,54316.0,58065.0,0.94,0.0,623300.0,43996.0
199,M,40.577258,60,<18,PL 1601503,K,-73.976436,ROBBERY,BLACK,F,POINT (990795.874732467 149587.97652420908),11224,Robbery,False,True,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
200,M,40.67965327,113,45-64,VTL051101A,Q,-73.77722868,OTHER TRAFFIC INFRACTION,BLACK,M,POINT (1046039.0014385877 186970.998462216),11434,,True,False,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
201,M,40.734681,107,45-64,PL 1200001,Q,-73.810626,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1036732.4226095447 206997.41766734776),11367,Assault,False,False,11367,1.0,41047.0,17252.0,2.38,0.19,376400.0,56608.0
202,M,40.753234,115,18-24,PL 1200001,Q,-73.872203,ASSAULT 3 & RELATED OFFENSES,ASIAN / PACIFIC ISLANDER,M,POINT (1019657.3500174413 213725.96546789783),11372,Assault,False,False,11372,0.9090909090909091,66636.0,90360.0,0.74,0.0,265500.0,48683.0
203,M,40.623238,121,25-44,PL 140100A,S,-74.149217,CRIMINAL TRESPASS,BLACK,M,POINT (942827.3672810486 166374.06944955696),10302,,False,False,10302,3.0,19088.0,15982.0,1.19,0.0,382000.0,56841.0
204,M,40.729674,107,45-64,PL 1552500,Q,-73.82329,PETIT LARCENY,BLACK,M,POINT (1033226.4525450639 205165.8808285937),11367,Larceny,False,False,11367,1.0,41047.0,17252.0,2.38,0.19,376400.0,56608.0
205,M,40.693363,79,25-44,PL 1450502,K,-73.952635,CRIMINAL MISCHIEF & RELATED OF,WHITE,F,POINT (997384.713247117 191890.83454418016),11206,,True,True,11206,1.0,81677.0,56939.0,1.43,0.0,533400.0,28559.0
206,M,40.78691553,20,45-64,PL 21551B5,M,-73.98122919,MISCELLANEOUS PENAL LAW,WHITE,F,POINT (989448.000112786 225971.9969054663),10023,Miscellaneous,False,True,10023,0.7386363636363636,60998.0,124357.0,0.49,0.0,872500.0,103534.0
207,M,40.840775,33,25-44,PL 1051500,M,-73.936253,MISCELLANEOUS PENAL LAW,WHITE HISPANIC,F,POINT (1001888.4948863899 245600.79061384426),10032,Miscellaneous,False,True,10032,0.9659090909090909,57331.0,87199.0,0.66,0.0,334900.0,34568.0
208,M,40.823378,43,25-44,PL 2155003,B,-73.870168,OFFENSES AGAINST PUBLIC ADMINI,BLACK HISPANIC,M,POINT (1020183.2877802552 239282.63311857087),10472,Miscellaneous,False,False,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
209,M,40.7713942,20,25-44,PL 1702000,M,-73.9821578,OFFENSES INVOLVING FRAUD,WHITE HISPANIC,M,POINT (989192.0018829443 220316.9983467524),10019,Fraud,False,False,10019,0.9090909090909091,42870.0,63042.0,0.68,0.0,808600.0,84424.0
210,M,40.729059,107,25-44,PL 215510B,Q,-73.811018,MISCELLANEOUS PENAL LAW,ASIAN / PACIFIC ISLANDER,F,POINT (1036628.2042510248 204948.91733159256),11367,Miscellaneous,False,True,11367,1.0,41047.0,17252.0,2.38,0.19,376400.0,56608.0
211,M,40.838797,43,<18,PL 1402502,B,-73.869173,BURGLARY,WHITE HISPANIC,F,POINT (1020450.2812329746 244900.74598428607),10460,Burglary,False,True,10460,1.0,57311.0,43567.0,1.32,0.0,391700.0,22307.0
212,M,40.749893,115,25-44,PL 1200001,Q,-73.882915,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1016691.1194116351 212504.58396019533),11372,Assault,False,False,11372,0.9090909090909091,66636.0,90360.0,0.74,0.0,265500.0,48683.0
213,M,40.774342,20,25-44,PL 1702000,M,-73.98332,OFFENSES INVOLVING FRAUD,BLACK HISPANIC,M,POINT (988869.886710741 221390.91700603263),10023,Fraud,True,False,10023,0.7386363636363636,60998.0,124357.0,0.49,0.0,872500.0,103534.0
214,M,40.819383,43,25-44,PL 1601002,B,-73.845297,ROBBERY,WHITE HISPANIC,F,POINT (1027069.3381107415 237838.29169175154),10473,Robbery,False,True,10473,2.0,58519.0,26846.0,2.18,0.01,386600.0,35866.0
215,M,40.823378,43,25-44,PL 2155006,B,-73.870168,OFFENSES AGAINST PUBLIC ADMINI,BLACK HISPANIC,M,POINT (1020183.2877802552 239282.63311857087),10472,Miscellaneous,False,False,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
216,M,40.74902255,14,18-24,PL 1402000,M,-73.98803942,BURGLARY,BLACK,F,POINT (987564.0008395836 212165.99638247504),10098,Burglary,False,True,10098,,,,,,,
217,M,40.751884,115,25-44,PL 1600500,Q,-73.86105,ROBBERY,WHITE HISPANIC,F,POINT (1022748.1703228343 213238.82224256697),11372,Robbery,False,True,11372,0.9090909090909091,66636.0,90360.0,0.74,0.0,265500.0,48683.0
